,Company(Maker),Specific_Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad Bean_Origin,Quality,Review_Year
1455,Raw Cocoa,Raw,867,2012,70.0,Poland,2.5,Criollo,Missing,Below Average,7.0
1456,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,Missing,Ecuador,Average,5.0
1457,Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Below Average,4.0
1458,Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Average,2.0
1459,Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Average,2.0
1460,Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador,Above Average,2.0
1461,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75.0,United States,3.75,Missing,Ecuador,Above Average,11.0
1462,Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85.0,United States,3.5,Missing,Ecuador,Average,10.0
1463,Ritual,"Mid Mountain, 2014",1466,2015,70.0,United States,3.5,Blend,Missing,Average,10.0
1464,Ritual,"Toledo District, Maya",1089,2013,75.0,United States,3.75,Trinitario,Belize,Above Average,8.0
1465,Ritual,"Maranon, Cajamarca",1181,2013,75.0,United States,3.0,Forastero (Nacional),Peru,Average,8.0
1466,Ritual,Sambirano,891,2012,75.0,United States,4.0,Trinitario,Madagascar,Above Average,7.0
1467,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75.0,United States,3.25,Nacional (Arriba),Ecuador,Average,7.0
1468,Ritual,Gran Couva,979,2012,75.0,United States,3.5,Trinitario,Trinidad,Average,7.0
1469,Ritual,Costa Rica,745,2011,75.0,United States,3.5,Missing,Costa Rica,Average,6.0
1470,Roasting Masters,"La Dorado, light roast",1844,2016,70.0,South Korea,3.25,Missing,Costa Rica,Average,11.0
1471,Roasting Masters,"Tapanti, light roast",1844,2016,70.0,South Korea,3.25,Missing,Costa Rica,Average,11.0
1472,Roasting Masters,Maleku,1844,2016,70.0,South Korea,3.25,Missing,Costa Rica,Average,11.0
1473,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.0,Madagascar,3.25,Trinitario,Madagascar,Average,8.0
1474,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68.0,Madagascar,3.25,Trinitario,Madagascar,Average,8.0
1475,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66.0,United Kingdom,3.5,Trinitario,Grenada,Average,7.0
1476,Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75.0,United States,3.75,Missing,Honduras,Above Average,11.0
1477,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70.0,United States,3.75,Missing,Venezuela,Above Average,10.0
1478,Rogue,"Tranquilidad, Batch 1",1566,2015,75.0,United States,3.25,Missing,Bolivia,Average,10.0
1479,Rogue,Porcelana,1209,2014,80.0,United States,3.75,Criollo,Venezuela,Above Average,9.0
1480,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70.0,United States,3.5,Trinitario,Madagascar,Average,8.0
1481,Rogue,"Hispaniola, 2013",1081,2013,70.0,United States,3.5,Missing,Dominican Republic,Average,8.0
1482,Rogue,"Silvestre, Batch 7, 2013",1081,2013,75.0,United States,4.0,Missing,Bolivia,Above Average,8.0
1483,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75.0,United States,3.75,Trinitario,Jamaica,Above Average,8.0
1484,Rogue,"Camino Verde P., Balao, Guayas",979,2012,75.0,United States,3.75,Nacional (Arriba),Ecuador,Above Average,7.0
1485,Rogue,"Silvestre, Batch 1, 2011",793,2011,75.0,United States,3.0,Criollo,Bolivia,Average,6.0
1486,Rogue,Piura,565,2010,75.0,United States,3.75,Missing,Peru,Above Average,5.0
1487,Rogue,Rio Caribe,327,2009,70.0,United States,3.5,Trinitario,Venezuela,Average,4.0
1488,Rogue,"Hispaniola, 2008",213,2008,70.0,United States,2.75,Missing,Dominican Republic,Below Average,3.0
1489,Rogue,Jamaica,213,2008,70.0,United States,2.75,Trinitario,Jamaica,Below Average,3.0
1490,Rogue,"Sambirano, 2008",213,2008,70.0,United States,2.75,Trinitario,Madagascar,Below Average,3.0
1491,Rogue,Trinidad,213,2008,70.0,United States,3.0,Trinitario,Trinidad,Average,3.0
1492,Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,Missing,Venezuela,Below Average,7.0
1493,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76.0,Hungary,2.25,Trinitario,Venezuela,Below Average,7.0
1494,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72.0,Hungary,2.5,Trinitario,Madagascar,Below Average,7.0
1495,Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,Criollo,Venezuela,Average,6.0
1496,Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,Missing,Venezuela,Below Average,6.0
1497,Rozsavolgyi,"Aragua, Trincheras",717,2011,70.0,Hungary,3.5,Missing,Venezuela,Average,6.0
1498,Rozsavolgyi,Principe,765,2011,77.0,Hungary,2.75,Forastero,Principe,Below Average,6.0
1499,S.A.I.D.,Malgascio,607,2010,64.0,Italy,3.5,Trinitario,Madagascar,Average,5.0
1500,S.A.I.D.,100 percent,615,2010,100.0,Italy,1.5,Missing,Missing,Below Average,5.0
1501,S.A.I.D.,Samana,615,2010,70.0,Italy,3.0,Missing,Dominican Republic,Average,5.0
1502,S.A.I.D.,Arawak,615,2010,72.0,Italy,3.5,Missing,Carribean,Average,5.0
1503,S.A.I.D.,Latino,615,2010,72.0,Italy,3.5,Missing,Missing,Average,5.0
1504,Sacred,Midnight,813,2012,83.0,United States,2.75,Missing,Central America,Below Average,7.0
1505,Sacred,Midnight,813,2012,83.0,United States,2.75,Missing,South America,Below Average,7.0
1506,Sacred,Twilight,813,2012,69.0,United States,3.25,Missing,Central America,Average,7.0
1507,Sacred,Twilight,813,2012,69.0,United States,3.25,Missing,South America,Average,7.0
1508,Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,Forastero,Brazil,Average,3.0
1509,Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador,Average,3.0
1510,Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,Trinitario,Venezuela,Average,3.0
1511,Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,Average,3.0
1512,Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia,Below Average,4.0
1513,Santander (Compania Nacional),Colombian w/ nibs,414,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia,Average,4.0
1514,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia,Below Average,1.0
1515,Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia,Average,1.0
1516,Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia,Above Average,1.0
1517,Santome,Sao Tome,761,2011,70.0,France,2.75,Forastero,Sao Tome,Below Average,6.0
1518,Scharffen Berger,San Juan de Cheni,959,2012,78.0,United States,4.0,Missing,Peru,Above Average,7.0
1519,Scharffen Berger,Markham Valley,781,2011,68.0,United States,3.75,Missing,Papua New Guinea,Above Average,6.0
1520,Scharffen Berger,Camahogne,464,2010,68.0,United States,3.5,Trinitario,Grenada,Average,5.0
1521,Scharffen Berger,Amina,464,2010,65.0,United States,3.75,Trinitario,Madagascar,Above Average,5.0
1522,Scharffen Berger,Amina,464,2010,65.0,United States,3.75,Criollo,Madagascar,Above Average,5.0
1523,Scharffen Berger,Tome Acu,336,2009,68.0,United States,3.75,Missing,Brazil,Above Average,4.0
1524,Scharffen Berger,Asante,336,2009,65.0,United States,4.0,Forastero,Ghana,Above Average,4.0
1525,Scharffen Berger,Ben Tre,445,2009,72.0,United States,3.75,Trinitario,Vietnam,Above Average,4.0
1526,Scharffen Berger,Finisterra,227,2008,72.0,United States,3.0,Blend,Venezuela,Average,3.0
1527,Scharffen Berger,Finisterra,227,2008,72.0,United States,3.0,Blend,Trinidad,Average,3.0
1528,Scharffen Berger,Finisterra,227,2008,72.0,United States,3.0,Blend,Madagascar,Average,3.0
1529,Scharffen Berger,Las Islas,117,2007,72.0,United States,3.0,Blend,Carribean,Average,2.0
1530,Scharffen Berger,Nibby,135,2007,62.0,United States,3.0,Missing,Missing,Average,2.0
1531,Scharffen Berger,Cuyagua,135,2007,75.0,United States,3.75,Missing,Venezuela,Above Average,2.0
1532,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75.0,United States,3.0,Blend,Carribean,Average,2.0
1533,Scharffen Berger,Extra Dark,15,2006,82.0,United States,2.0,Missing,Missing,Below Average,1.0
1534,Scharffen Berger,Bittersweet,15,2006,70.0,United States,3.5,Blend,Missing,Average,1.0
1535,Scharffen Berger,Kumasi Sambirano,40,2006,68.0,United States,2.0,Blend,Ghana,Below Average,1.0
1536,Scharffen Berger,Kumasi Sambirano,40,2006,68.0,United States,2.0,Blend,Madagascar,Below Average,1.0
1537,Scharffen Berger,Jamaica a l'ancienne,56,2006,70.0,United States,2.0,Trinitario,Jamaica,Below Average,1.0
1538,Scharffen Berger,Semisweet,56,2006,62.0,United States,3.0,Blend,Missing,Average,1.0
1539,Seaforth,Dominican Republic,1658,2015,70.0,United Kingdom,2.75,Missing,Dominican Republic,Below Average,10.0
1540,Seaforth,Grenada,1658,2015,70.0,United Kingdom,2.75,Missing,Grenada,Below Average,10.0
1541,Shark Mountain,Jamaica,1450,2015,72.0,United States,3.25,Trinitario,Jamaica,Average,10.0
1542,Shark Mountain,Papua New Guinea,1450,2015,73.0,United States,3.5,Forastero,Papua New Guinea,Average,10.0
1543,Shark Mountain,Cuyagua,1466,2015,77.0,United States,2.75,Criollo,Venezuela,Below Average,10.0
1544,Shark Mountain,ROIG,1466,2015,74.0,United States,3.5,Criollo,Dominican Republic,Average,10.0
1545,Shark Mountain,ROIG,1466,2015,74.0,United States,3.5,Trinitario,Dominican Republic,Average,10.0
1546,Shark Mountain,Ecuador,1335,2014,75.0,United States,3.0,Trinitario,Ecuador,Average,9.0
1547,Shark Mountain,"Belize, 2013",1335,2014,72.0,United States,3.25,Criollo,Belize,Average,9.0
1548,Shark Mountain,"Belize, 2013",1335,2014,72.0,United States,3.25,Trinitario,Belize,Average,9.0
1549,Shark's,Hilo,713,2011,73.0,United States,2.0,Missing,United States,Below Average,6.0
1550,Shark's,"Hilo, w/ added cocoa butter",721,2011,73.0,United States,2.5,Missing,United States,Below Average,6.0
1551,Shattel,Tingo Maria,1884,2016,70.0,Peru,3.25,Missing,Peru,Average,11.0
1552,Shattell,Porcelana,757,2011,75.0,Peru,3.5,Criollo,Peru,Average,6.0
1553,Sibu,Oro,1586,2015,82.0,Costa Rica,3.25,Missing,Costa Rica,Average,10.0
1554,Sibu,Oscuro,1586,2015,70.0,Costa Rica,3.5,Missing,Costa Rica,Average,10.0
1555,Sibu Sura,Peru,911,2012,70.0,United States,2.5,Missing,Peru,Below Average,7.0
1556,Silvio Bessone,Maya Belize,717,2011,67.0,Italy,3.0,Criollo,Belize,Average,6.0
1557,Silvio Bessone,"Trintade, Sao Tome",725,2011,65.0,Italy,3.25,Forastero,Sao Tome,Average,6.0
1558,Silvio Bessone,"Bahia, Scavina",729,2011,60.0,Italy,3.25,Trinitario,Brazil,Average,6.0
1559,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68.0,Italy,3.0,Criollo,Colombia,Average,6.0
1560,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68.0,Italy,3.0,Trinitario,Colombia,Average,6.0
1561,Sirene,Wild Bolivia,1788,2016,73.0,Canada,3.5,Missing,Bolivia,Average,11.0
1562,Sirene,Kokoa Kamili Coop,1856,2016,73.0,Canada,3.5,Missing,Tanzania,Average,11.0
1563,Sirene,"Esmeraldas, Salazar Farm",1860,2016,73.0,Canada,3.75,Missing,Ecuador,Above Average,11.0
1564,Sirene,"Somia Plantation, 2012",1502,2015,100.0,Canada,3.0,Trinitario,Madagascar,Average,10.0
1565,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100.0,Canada,3.0,Missing,Ecuador,Average,10.0
1566,Sirene,Lachua w/ cane sugar,1614,2015,73.0,Canada,3.0,Missing,Guatemala,Average,10.0
1567,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73.0,Canada,3.25,Missing,Guatemala,Average,10.0
1568,Sirene,Pisa,1650,2015,73.0,Canada,3.25,Missing,Haiti,Average,10.0
1569,Sirene,"Somia Plantation, 2012",1339,2014,67.0,Canada,3.75,Trinitario,Madagascar,Above Average,9.0
1570,Sirene,"Somia Plantation, 2012",1339,2014,73.0,Canada,3.75,Trinitario,Madagascar,Above Average,9.0
1571,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73.0,Canada,3.75,Missing,Ecuador,Above Average,9.0
1572,Sjolinds,Ghana,1454,2015,70.0,United States,2.75,Forastero,Ghana,Below Average,10.0
1573,Sjolinds,Nicaragua,1462,2015,72.0,United States,3.0,Missing,Nicaragua,Average,10.0
1574,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70.0,Australia,3.5,Missing,Dominican Republic,Average,12.0
1575,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70.0,Australia,3.75,Criollo,Venezuela,Above Average,11.0
1576,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70.0,Australia,4.0,Criollo,Ecuador,Above Average,11.0
1577,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70.0,Australia,3.75,Missing,Belize,Above Average,11.0
1578,"Smooth Chocolator, The",Tien Giang,1864,2016,70.0,Australia,3.0,Trinitario,Vietnam,Average,11.0
1579,"Smooth Chocolator, The",Australia,1864,2016,67.0,Australia,3.75,Missing,Australia,Above Average,11.0
1580,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70.0,Australia,3.25,Missing,Guatemala,Average,11.0
1581,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65.0,Australia,3.25,Trinitario,Madagascar,Average,10.0
1582,"Smooth Chocolator, The",Akesson's Estate,1622,2015,70.0,Australia,3.5,Trinitario,Madagascar,Average,10.0
1583,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.0,Australia,3.75,Missing,Tanzania,Above Average,10.0
1584,"Smooth Chocolator, The",San Juan Estate,1622,2015,70.0,Australia,3.75,Trinitario,Trinidad,Above Average,10.0
1585,"Smooth Chocolator, The",Camino Verde,1622,2015,72.0,Australia,4.0,Missing,Ecuador,Above Average,10.0
1586,"Smooth Chocolator, The",Bolivia,1626,2015,72.0,Australia,2.75,Missing,Bolivia,Below Average,10.0
1587,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65.0,Australia,3.5,Missing,Papua New Guinea,Average,10.0
1588,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67.0,Australia,3.0,Forastero (Nacional),Peru,Average,10.0
1589,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70.0,Australia,3.75,Trinitario,Venezuela,Above Average,10.0
1590,Snake & Butterfly,Ghana,693,2011,67.0,United States,1.5,Forastero,Ghana,Below Average,6.0
1591,Snake & Butterfly,Madagascar,502,2010,68.0,United States,3.0,Trinitario,Madagascar,Average,5.0
1592,Snake & Butterfly,Ecuador,502,2010,68.0,United States,3.25,Missing,Ecuador,Average,5.0
1593,Sol Cacao,"Ecuador, Batch 1",1812,2016,70.0,United States,3.5,Missing,Ecuador,Average,11.0
1594,Sol Cacao,Madagascar,1518,2015,72.0,United States,3.0,Trinitario,Madagascar,Average,10.0
1595,Solkiki,"Maranon, Fortunato No. 4",1840,2016,68.0,United Kingdom,2.75,Forastero (Nacional),Peru,Below Average,11.0
1596,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85.0,United Kingdom,2.75,Missing,Dominican Republic,Below Average,11.0
1597,Solomons Gold,Solomon Island,1792,2016,70.0,New Zealand,3.25,Missing,Solomon Islands,Average,11.0
1598,Solomons Gold,Solomon Island w/ nibs,1796,2016,75.0,New Zealand,3.25,Missing,Solomon Islands,Average,11.0
1599,Solstice,Bundibugyo,1335,2014,70.0,United States,3.0,Forastero,Uganda,Average,9.0
1600,Solstice,Bundibugyo,1335,2014,70.0,United States,3.0,Trinitario,Uganda,Average,9.0
1601,Solstice,Sambirano,1157,2013,70.0,United States,3.0,Trinitario,Madagascar,Average,8.0
1602,Solstice,Amazonas,1157,2013,70.0,United States,3.0,Missing,Venezuela,Average,8.0
1603,Solstice,Bolivia,1161,2013,70.0,United States,3.25,Missing,Bolivia,Average,8.0
1604,Solstice,San Martin,1161,2013,70.0,United States,3.25,Missing,Peru,Average,8.0
1605,Solstice,Wasatch,1161,2013,70.0,United States,3.5,Blend,Missing,Average,8.0
1606,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62.0,Canada,3.5,Missing,Dominican Republic,Average,11.0
1607,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70.0,Canada,3.5,Trinitario,Madagascar,Average,11.0
1608,Soma,"Bahia Black, batch bra50722.1",1828,2016,70.0,Canada,3.5,Forastero (Parazinho),Brazil,Average,11.0
1609,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,Missing,Venezuela,Above Average,11.0
1610,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,Missing,Ecuador,Above Average,11.0
1611,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,Missing,Peru,Above Average,11.0
1612,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,Missing,Nicaragua,Above Average,11.0
1613,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70.0,Canada,3.75,Trinitario,Nicaragua,Above Average,11.0
1614,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70.0,Canada,4.0,Trinitario,Vietnam,Above Average,11.0
1615,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70.0,Canada,3.25,Missing,Ecuador,Average,11.0
1616,Soma,CSB Chama,1594,2015,70.0,Canada,3.5,Criollo,Venezuela,Average,10.0
1617,Soma,Porcelana,1594,2015,75.0,Canada,4.0,Missing,Venezuela,Above Average,10.0
1618,Soma,"La Tronca, Matagalpa",1227,2014,70.0,Canada,3.5,Missing,Nicaragua,Average,9.0
1619,Soma,Maranon Canyon,1259,2014,70.0,Canada,3.75,Forastero (Nacional),Peru,Above Average,9.0
1620,Soma,La Dalia,1307,2014,70.0,Canada,3.25,Trinitario,Nicaragua,Average,9.0
1621,Soma,"Camino Verde P., Balao, Guayas",1307,2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador,Average,9.0
1622,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu,Above Average,9.0
1623,Soma,Little Big Man,1339,2014,70.0,Canada,3.25,Blend,Madagascar,Average,9.0
1624,Soma,Little Big Man,1339,2014,70.0,Canada,3.25,Blend,Ecuador,Average,9.0
1625,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77.0,Canada,3.75,Trinitario,Dominican Republic,Above Average,8.0
1626,Soma,Java,1030,2013,70.0,Canada,3.25,Criollo,Indonesia,Average,8.0
1627,Soma,"Apurimac, El Quinacho Co-op",1073,2013,70.0,Canada,2.75,Criollo,Peru,Below Average,8.0
1628,Soma,"Sangre Grande P., Trinidad",1073,2013,70.0,Canada,3.75,Trinitario,Trinidad,Above Average,8.0
1629,Soma,Chef's Blend,1077,2013,70.0,Canada,3.25,Missing,Missing,Average,8.0
1630,Soma,Patanemo,1077,2013,70.0,Canada,3.75,Criollo,Venezuela,Above Average,8.0
1631,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Missing,Guatemala,Above Average,8.0
1632,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Missing,Dominican Republic,Above Average,8.0
1633,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Missing,Peru,Above Average,8.0
1634,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Missing,Madagascar,Above Average,8.0
1635,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Missing,Papua New Guinea,Above Average,8.0
1636,Soma,"Maracaibo, El Vigia",1077,2013,70.0,Canada,4.0,Criollo,Venezuela,Above Average,8.0
1637,Soma,Equator,1081,2013,67.0,Canada,4.0,Missing,Peru,Above Average,8.0
1638,Soma,Equator,1081,2013,67.0,Canada,4.0,Missing,Dominican Republic,Above Average,8.0
1639,Soma,Orinoco,1173,2013,70.0,Canada,3.25,Forastero,Venezuela,Average,8.0
1640,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70.0,Canada,4.0,Trinitario,Jamaica,Above Average,8.0
1641,Soma,Noula Coop,817,2012,70.0,Canada,3.25,Missing,Haiti,Average,7.0
1642,Soma,O'ahu,833,2012,70.0,Canada,3.75,Missing,United States,Above Average,7.0
1643,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70.0,Canada,4.0,Blend,Dominican Republic,Above Average,7.0
1644,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70.0,Canada,4.0,Blend,Madagascar,Above Average,7.0
1645,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,Grenada,Above Average,7.0
1646,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,Papua New Guinea,Above Average,7.0
1647,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,United States,Above Average,7.0
1648,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,Haiti,Above Average,7.0
1649,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,Madagascar,Above Average,7.0
1650,Soma,Cahabon Region,951,2012,70.0,Canada,3.5,Trinitario,Guatemala,Average,7.0
1651,Soma,Carenero Superior,951,2012,70.0,Canada,3.75,Trinitario,Venezuela,Above Average,7.0
1652,Soma,Eastern Promises,967,2012,70.0,Canada,3.5,Blend,Madagascar,Average,7.0
1653,Soma,Eastern Promises,967,2012,70.0,Canada,3.5,Blend,Java,Average,7.0
1654,Soma,Eastern Promises,967,2012,70.0,Canada,3.5,Blend,Papua New Guinea,Average,7.0
1655,Soma,Papua New Guinea,983,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea,Average,7.0
1656,Soma,"Grenada, Black Science",676,2011,70.0,Canada,2.75,Trinitario,Grenada,Below Average,6.0
1657,Soma,"Alto Beni, Wild Bolivian",676,2011,70.0,Canada,3.5,Nacional,Bolivia,Average,6.0
1658,Soma,Peruvian,676,2011,64.0,Canada,4.0,Missing,Peru,Above Average,6.0
1659,Soma,"Elvesia P., Black Science",682,2011,70.0,Canada,3.75,Forastero,Dominican Republic,Above Average,6.0
1660,Soma,Chuao,688,2011,70.0,Canada,3.5,Criollo,Venezuela,Average,6.0
1661,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,Trinitario,Dominican Republic,Above Average,5.0
1662,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,Nacional,Dominican Republic,Above Average,5.0
1663,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,Trinitario,Ecuador,Above Average,5.0
1664,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,Nacional,Ecuador,Above Average,5.0
1665,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,Trinitario,Peru,Above Average,5.0
1666,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,Nacional,Peru,Above Average,5.0
1667,Soma,Hispaniola,377,2009,70.0,Canada,3.0,Forastero,Dominican Republic,Average,4.0
1668,Soma,Africa,377,2009,70.0,Canada,3.5,Forastero,Ghana,Average,4.0
1669,Soma,Conacado,387,2009,70.0,Canada,3.0,Trinitario,Dominican Republic,Average,4.0
1670,Soma,Papua New Guinea,387,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea,Average,4.0
1671,Soma,Madagascar,387,2009,70.0,Canada,3.75,Criollo,Madagascar,Above Average,4.0
1672,Soma,Ocumare,387,2009,70.0,Canada,3.75,Criollo,Venezuela,Above Average,4.0
1673,Somerville,Nicaragua,1367,2014,70.0,United States,3.25,Missing,Nicaragua,Average,9.0
1674,Somerville,"Hawaiian, Big Island",1395,2014,70.0,United States,3.5,Missing,United States,Average,9.0
1675,Soul,Dominican Republic,1932,2017,70.0,Canada,3.25,Missing,Dominican Republic,Average,12.0
1676,Soul,Madagascar,1936,2017,70.0,Canada,3.5,Missing,Madagascar,Average,12.0
1677,Soul,Venezuela,1936,2017,75.0,Canada,3.5,Missing,Venezuela,Average,12.0
1678,Soul,Ecuador,1936,2017,75.0,Canada,3.25,Missing,Ecuador,Average,12.0
1679,Soul,Papua New Guinea,1936,2017,77.0,Canada,3.25,Missing,Papua New Guinea,Average,12.0
1680,Soul,Tanzania,1940,2017,80.0,Canada,3.5,Missing,Tanzania,Average,12.0
1681,Spagnvola,AgroCriso Plantation,793,2012,70.0,United States,3.0,Missing,Dominican Republic,Average,7.0
1682,Spagnvola,AgroCriso Plantation,793,2012,80.0,United States,3.0,Missing,Dominican Republic,Average,7.0
1683,Spagnvola,AgroCriso Plantation,793,2012,75.0,United States,3.25,Missing,Dominican Republic,Average,7.0
1684,Spencer,Dominican Republic,1932,2017,70.0,United States,3.75,Missing,Dominican Republic,Above Average,12.0
1685,Spencer,Ecuador,1932,2017,70.0,United States,3.5,Missing,Ecuador,Average,12.0
1686,Spencer,Peru,1932,2017,70.0,United States,2.75,Missing,Peru,Below Average,12.0
1687,Spencer,"Dominican Republic, lot D82R",1792,2016,70.0,Australia,3.5,Missing,Dominican Republic,Average,11.0
1688,Spencer,"Ecuador, lot E432314L",1792,2016,70.0,Australia,3.75,Missing,Ecuador,Above Average,11.0
1689,Spencer,"Madagascar, lot M0403R",1792,2016,70.0,Australia,3.75,Missing,Madagascar,Above Average,11.0
1690,Spencer,Malekula Island,1434,2014,72.0,Australia,2.75,Trinitario,Vanuatu,Below Average,9.0
1691,Sprungli (Felchlin),Alto Beni,1057,2013,70.0,Switzerland,3.0,Criollo,Bolivia,Average,8.0
1692,SRSLY,Dominican Republic,1113,2013,70.0,United States,3.0,Missing,Dominican Republic,Average,8.0
1693,SRSLY,Dominican Republic,1121,2013,84.0,United States,2.25,Missing,Dominican Republic,Below Average,8.0
1694,Starchild,"Bolivar, Arriba",1634,2015,70.0,United States,3.0,Forastero (Nacional),Ecuador,Average,10.0
1695,Starchild,Hispaniola,1692,2015,70.0,United States,3.0,Missing,Dominican Republic,Average,10.0
1696,Starchild,Cacao Verapaz,1692,2015,70.0,United States,3.0,Missing,Guatemala,Average,10.0
1697,Starchild,Rio Tuma,1692,2015,70.0,United States,3.0,Trinitario (Amelonado),Nicaragua,Average,10.0
1698,Starchild,Sambirano Valley,1696,2015,70.0,United States,3.0,Trinitario,Madagascar,Average,10.0
1699,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68.0,Switzerland,2.75,Trinitario,Brazil,Below Average,7.0
